sentiment,sentiment_label,Cleaned_Tweet
neutral,1,btw adek gue juga putih banget macem orang luar mana sipit lagi astaghfirullah untung pesek
neutral,1,memek aku udah basah nih bang sini punya abang masukin aja udah gak tahan ah ah ah
neutral,1,eh bangsat masih ga dibenerin juga nih jaringan keparat  lo kerja kagak sih  jangan gabut lah bangsat mahal doang fasilitas kaya anjing babi
negative,0,helikopter berisi wn china jatuh di morowali sulawesi tengah  pengen segera 2019 euy  gak sabar
neutral,1,ngaku muslim tapi nonton bola kafir hahaha munafik lohnjokowi itu sama ama gue full sebulan gak mau nonton bola  kecuali timnas dan persijanberak lu mencret tong
negative,0,emng bego pake tag gw
negative,0,buanyak siapanya buaya
neutral,1,president cebong jokowi
negative,0,eug kira itu taplak meja di warung nagih
negative,0,agak horror juga dapet smirk dari orang asing
neutral,1,etnosentrisme sikap yang menganggap budaya yang dimiliki yang paling baik dan menganggap rendah budaya lain
neutral,1,klo seiman nipu hukumnya halal ga mgkin didemo kaum bani micin
neutral,1,cara untuk mengosongkan masjid dengan jamaahnya khas ala komunis xf0x9fxa4x94
neutral,1,hari tanu usir aja dia kan cina
neutral,1,gini nich platipus idiot klo dikasi udara
neutral,1,al quran alkitab termasuk kitab suci sdah saatnya pendukung siapa pun anda membela kitab suci masing2 melawan orang ateis seperti rocky
neutral,1,ada yg bodor kt aku mah pas setan2 baju item nya pd muncul deketin rumahnapa sih pada pake payung xf0x9fx98x85 setan kok takut ma gerimis
neutral,1,kenapa sih tuhnbani taplak di kalimantan barat gak terima kekalahan kalau pecundang ikut perang yah gini nihnmasa calon gubernur porno didukung
neutral,1,baru juga tuker cincin udah ditanya makanannya sipitin mata belokin dikit itu mata ron sipit bener
neutral,1,sungguh menakjubkan bagaimana seseorang yang dulunya hanya orang asing tibatiba dapat menjadi berarti sepertimu
neutral,1,skrng lagi mahal haha mmg harg yahudi
neutral,1,emang ga bisa kasis referensi ust2 yg agak bermutu gitu yanmasa ust yg ditanya nya kalangan kalian2ncoba referensi nya ust syafiq riza ust bachtiar nasir ust tengku zulkarnain aa gym kan banyak nkalau k
neutral,1,baru tau ada presiden ekonomi he he emang yang milih menko anda ya
positive,2,riset menunjukkan kerugian makro ekonomi akibat konsumsi rokok di indonesia pada 2015 mencapai hampir rp 600 triliun
neutral,1,kalo kitab suci fiksi berarti yang demo2 di pilkada dki itu membela apa
neutral,1,intinya cina ga harus selalu dipandang negatif kok yang disayangkan skrg cina cina indonesia juga kena imbas masyarakat kita yang selalu sensitif dengan cina dikit dikit pki dikit dikit pki kan itu kampnye andalan kubu abang unt
neutral,1,rezim komunis ayo hak rakyat tentukan pilihanmu untuk pemimpin negri ini yg lbh baik lgi hak ditangani kalian rakyat ri xe2x9cx8axf0x9fx8fxbbparpol vs rakyat ri seluruhnya hak kekuatan xe2x9cx8axf0x9fx8fxbbxf0x9f
positive,2,am
negative,0,maaf saya lupa bilangnnperannww villager dokter seer witch nnmaaf y saya noo
neutral,1,yg pilih cebong otak iq 200 sekolam
neutral,1,yg keluar ampas makanan yg sebelumnya lu makan lh nun
neutral,1,rujukannya ke dlm sempak jadinya sempat dehruang gerak radikalisme dan teror di batasi di bilang anti islamotaknya dr kotoran onta kyaknya
neutral,1,bukan cuma bangsa bajingan anjing babi goblog itu jauh lebih tepat
neutral,1,polemik mui jangan serang ulama  kh bachtiar nasir
neutral,1,hallo pimensiv kalian lele sama rien semoga langgeng yaa dijauhin dari pelakor dan antek antek nya trus juga makin saling sayang saling ngertiin itu aja yaaxf0x9fx91x8cxf0x9fx91x8cn
neutral,1,media aseng mainstream mana mau memberitakan pendapatsuara para kyaiulama garis lurus sehingga tak terdengar di skala nasionalnn
neutral,1,waspada  ada upaya ahoker antek komunis n media mrk melakukan pecahbelah umat islam saat aksi 299 aksi299
negative,0,aku udik bangat si emang bisa gitu y di ta wan
neutral,1,jangan biarkan budaya asing merusak kebhinekaan salah satu bentuk kebudayaan indonesia yaitu toleransi yaitu saling menghargai satu sama lainnya
neutral,1,fakta  29 november 1947 pbb menyetujui mengakhiri mandat britania raya untuk palestina dengan resolusi pbb 181 yang didukung 33 negara 13 negara menolak dan 10 lainnya netral wilayah tanah palestina dipecahbelah 55 untuk yahudi dan
neutral,1,yg punya balita pasti tau gmn paniknya klo anaknkena ruam asiruam popoknbiang keringatluka berdarahnkejedotbisulankorengeksimnkesiram airminyak panasngatal2npanik kan bundamakanya sedia sll gamat spray mg 1 solusi untuk smuabnd
neutral,1,pak  tugas anda lbh berat dari bnn menyadarkan muslim solat ngaji zikir sama dgn ekstasi
neutral,1,pkh super diciptakan untuk melengkapi program keluarga harapan pkh yang dikembangkan presiden jokowi
negative,0,rt  sentul kan kawasannya prabowo abis jatahan ya asyik
neutral,1,jgn terlalu taksub dgn pemerintahan bercorak demokrasi demokrasi adalah sesuatu yang dicipta oleh yahudi zionis untuk mendapatkan hak mereka di muka bumi ini suatu ketika dahulu demokrasi mampu mencetuskan huruhara contohnya isu menuntut hak drpd go
negative,0,polisiamp copot tenda becak bertulis
neutral,1,emang situ ngerti uu kriminal anak sebelumnya kan ada anak yg jg menghina presiden dibawah umur 16 thkok di penjara 15 tahun sedangkan anak cina yg ngancam mau bunuh presiden ngga di apa2inlucu kan anda yg super tololwaras ngga otak lu
neutral,1,mabok kencing onta ya brownxf0x9fx98x84xf0x9fx98x84xf0x9fx98x84
neutral,1,dear  n  n  perhatikan aja konsep dan argumen si  ini tdklah jauhlah dg konsep dn aidit saat pki konfrontasi dg masjumixf0x9fx98x80xf0x9fx98x80xf0x9fx98x80 audrey kahi
negative,0,ngomongnya sama aja berakkasian
negative,0,hahahangue saranin lu sering2 show topeng monyet keliling kampung sama bapakluspy gak dongomonyetxf0x9fx98x83xf0x9fx98x86
neutral,1,muhasabah diri jap kenapa noo
neutral,1,19 dalam kancah politik âmengalir sajaâ disebut sebagai budaya politik atau perilaku politik atau boleh juga âfaithâ diambil dari buku kang syaikhu karya bung adi siregar  alumni dari sekolah tinggi akuntansi negara
neutral,1,praktek monopoli yang terjadi karena adanya praktek nepotisme hubungan kekerabatan antara gubernur dki ahok dgn lawyer salah satu merk
negative,0,masuk zar biar jadi rpsnnrp sintingnnatau rplnnrp lambe
neutral,1,ini sebuah serangan balik twitwor kubu  yg menelan seorang kader golkar yg dikenal juga sebagai konsultan politiknya anies sandi
positive,2,mengajak para tki buat menjadi pelaku umkm wah menurut kalian lebih positif menjadi tki pelaku umkm apa keduanya
neutral,1,aku berlindung kepada allah dari godaan setan yang terkutuk ndengan menyebut nama allah yang maha pengasih lagi maha penyayang
neutral,1,presiden threshold adalah upaya rezim untuk mempertahankan kekuasaannya yg cenderung otoriter
negative,0,fpi renovasi masjid itu sangat tepat ahok kafir kristen ngapain ngurusi masjid2 apa hubungannya
neutral,1,dia itu gimana ya nyimpulin kedunguan dia bingung aku kok ada y makhluk kayak cebong ituurat malu g ada otak mampet dungu g ketulungan jadi kasian sama keturunannya
negative,0,cuma teman ttman koknnteman tapi titit masuk xf0x9fx98xad
negative,0,biadab itu memang perempuan iblis dya
neutral,1,2 perjamuan terakhir last supper dalam kristen salah satu murid yesus yang berkhianat yudas merupakan orang ke13 yang duduk di kursi yesus disalibkan pada hari jumat konon hari jumat hawa juga menggoda adam dengan buah larangan
negative,0,si ahoak  cina anjing kafir penista agama islam
positive,2,para ulama dari jawa barat bersilaturahmi dengan presiden jokowi pertemuan ini sekaligus menyinggung pilpres 2019 begini pembahasannya
neutral,1,senang melihat mereka yg dulu membela ahok saat menista alquran kini seakan memiliki ghirah agama  tetapi seharusnya mereka mendahului dengan bertobat telah pernah sesat membela penista agama  sebab kala
positive,2,
neutral,1,sa tanya psl kerja kau tanya lg lain2 dari kerja aduh sa umban kau guna babi
negative,0,rt  pengen juga lagi ngentot diciumin gini dimanjain gini ahhh idaman bgt topnya
neutral,1,cap gome dihalaman masjid tabligh akbar di halm gereja ahok menghina quran cornelis usir ulama mrketnis cinapki pancing perang
negative,0,kenal glam gak lw jing homme jg kmn tai agency lw juga ada masa anjlok ny gaush bacot makany ngaca dl
neutral,1,yaaah jangan mau deh naik titit sen mual
neutral,1,sebenarnya perempuan juga bisa lebih brengsek dari lakilaki ketika mata hatinya tertutup
neutral,1,sampe segitunya jadi penjilat ngakunya muslim agamanya di hinaampdi nista si btp cangkem mingkem ahok akan selalu di kenang oleh kaum penjilat kek elo
negative,0,buat lo anjynnmasa gw sama bencong
neutral,1,kalau boleh nambahin saran   cepetlah bangun kualisi segera umumkan capres cawapres nya asal tidak ketum tgb rr aher gatot am ahy atau semua inisial itu sepakat menguasai dan merebut pemerintahan dari rezim sekarang bareng bareng de
neutral,1,hujan di udik disini mendungnanak siapa pakai kerudung nmata melirik bacot anda
neutral,1,pak  perlu dijaga agar tokoh islam tak panik  perlu pendampingan agar dpt mnerima kenyataan
neutral,1,rt   sebetulnya  itu hebat hanya curut sebelahnya machiaveli
neutral,1,haruss
neutral,1,rt  kalo di catatan harian menantu sinting lakban  laki banget sementara itu lakban menurut definisi df  xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
negative,0,coba ke gereja katholik pake air suci xf0x9fx98x80
neutral,1,jangan karena opininya sesuai keinginan terdakwa terorisme bisa dimintai pendapatnya di ruang publik nnsedikit atau banyak publik diminta untuk percaya opini dia kebetulan saja kali ini kontra dg aksi bom surabaya
negative,0,lama lama perang sama cina atau usir cino dari bumi indonesia
neutral,1,nah loh zul xf0x9fx98x82xf0x9fx98x81 mosok selembar softex dibilang lebih berharga dari congor lu zul xf0x9fx98x9c
neutral,1,perlu meluruskan persepsi2 seolah menjadi alat politik untuk menekan lawan politik pak jkw agar dukung memangnya presiden pelindung orang yg bermasalah hukum jangan spt kasus sms ht di kejagung yg tau2 menguap stlh perindo balik badan rusak
negative,0,ato kalo tidak fahri hamzah di usir dari dpr
neutral,1,sy berharap pd pandji yg tentu sj bkn politikus yg haus kuasa u anies sandi  no
neutral,1,duhhh banci medsos muridnya napi 2 kali di bui ini ya rumpi bgtxx kayak junjungannya jelas jelas itu elo cong jd bencong mbok ya beradab dikit jangan kayak residivis gitu mentang2 punya guru mantan residivis 2 kali di b
negative,0,rt  sby ke 2nnti pura pura jadi yang paling tersakiti
positive,2,china bantu palestine yang dimaksud mungkin palestina timur pun atas tujuan counter srael
neutral,1,sing sabar kawanterkadang untuk mencapai kebaikan butuh pengorbanan bahkan orang yg km kasihi dan km perjuangkan justru menjadi belenggu menuju ridho nyankoe ora cacat tur yo bagussuksesnaku yakin iseh okeh sing ngantri kanggo koe
negative,0,iya anjir gue kira itu ceweknya bakal nonjok
neutral,1,niiih sih congor onta_bego atao goblok yaaa mau juga suara congor onta luuu dalam hal ini di corong ke polri___njaaaaaaaaaancuuuuuuuuuuk
negative,0,oprohingya kristen bunuh muslim di afghanistan yahudi bunuh muslim di palestina didunia muslim disebut teroris
neutral,1,rt  oia gays  semalem admin  ini video  nya  tebak kontol admin yg mana      xe2x80xa6
neutral,1,bodo perangai tak matang langsung ingatkan dah besar ni perangai berubah dah
neutral,1,ekonomi kita itu masih di pertumbuhan 5 0  sampai akhir tahun dugaan saya ngga bergerak jauh baik naik atau turun asal rezim ini ngga bikin ulah politik yg macem kalo medan politiknya udah ngga terkelola semua duit pergi cari selama
negative,0,xe2x80x98maju lu sini anjingxe2x80x99 ni stail ah lepastu orang tu reply gung gung gung gunggg
negative,0,jaman milan kaya berlusconi apa era cina
negative,0,bersyukur atuh jangan malah pamer di twitter goblog
negative,0,itu taplak mejadia kan bani taplak inus
negative,0,rt  butuh cowo kontol gede yg bs angetin dimusim ujan horny ahh hawanya bikin pngen ngentot terus ya sayxf0x9fx98x98 retweet yg ngerxe2x80xa6
neutral,1,komentator yg dungu ya ente bro lebih tinggi dungu nya dari pada otaknya hahaha
neutral,1,kita semua hanyalah umat
negative,0,bokef indo ngewe
negative,0,alay tai kyk bocah sd lol
positive,2,just in case you missed it  budaya tradisi   yg dilakukan oleh warga tani di dukuh purworejo kelsutojayan kabblitar  semoga dpt menjadi inspirasi dlm melestarikan tradisi  via  gt
neutral,1,ustadz ini klo udah bawa politik terlalu nampak dungu
neutral,1,bodo amat bukan urusan q terserah aja mau jadi lgbt kek atheis kek atau punya pandangan liberal komunis asal baik tidak merusak lingkungan dan tidak buang sampah sembarangan semua ku dukungxf0x9fx92x96
neutral,1,dan apabila mereka orang munafik berdiri untuk shalat mereka berdiri dengan malas mereka bermaksud riya di hadapan manusia 4142
negative,0,bloon ah ngakak gue
negative,0,jongosjongos nya jokowi kek cacing kepanasanwkwkwk
neutral,1,makanya banyak bergaul ya bro bukan digauli yawkwkwkw7 tahun dikhianati coymau kencing onta mau tai babi suka suka kau broyg penting gak iq200 sekolam la brohuahuahua
neutral,1,kalao ada yg bilang jangan bawa2 agama maksutnya jangan memanfaatkan islam sementara mengesampingkan kristen atao yg lain
neutral,1,8 sebagai anak bangsawan dan cendekiawan dan tumbuh berkembang sebagai menantu presiden secara psikologis telah membuat prabowo menjadi orang yang sangat tinggi pride nya rasa bangga dirinya sangat tinggi dia tidak pernah siap untuk dilecehkan atau di
negative,0,belajar mencintai budaya lewat kesusastraan
neutral,1,mbsb proses pembiayaan rumah mampu milik rm6 bilion
neutral,1,dalil hadist pun kl tdk dsusul dgn ijmaampqiashukum akaltdk akan ktemu barangnyatrasa maknanyasperti larangan bakar sampah dkuburan mrupakan produk qias dr ibnu masxe2x80x99ud raia berkataxe2x80x98mnyakiti jenazah org mukmin itu sbagaimana
neutral,1,asalkan yg ngimpor dki sepisepi ajaga bakal osang aseng
negative,0,selaw mazkualitas gubernurampwagub modal saracaen ya kyk gtusampah
negative,0,heran masih ada pendukung pak jokowi yg berpolemik tentang film g30spki aneh yang lain sudah berlari dia malah jalan mundur
neutral,1,kopi susu n kapal api sachet tanpa gula bungkus kecil diseduh pake air panasn satu bungkus susu kpbsn maduncampur semua terus masukin plastik masukkan frezzer kurang lebih 1 jam ampas kopinya beku tanpa perlu nyaring lagi
neutral,1,tahey romi menuhin tab mensyen gw  nni cant contain that many monyet showeran at once xf0x9fx98xadxf0x9fx98x82
negative,0,gua jadi takut teh temenan sama lu maennya ama setan wqwq
negative,0,anjir abis bersin malah budeh ampe skrg
negative,0,aku suka memek kok
neutral,1,pasutri soleh dan solehah kan ngaji bersama yegak  ini malah mabar pubg untung ga ada yang ngatain pasutri yahudi xf0x9fx98xa2 xf0x9fx92x81xf0x9fx8fxbbxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbbxe2x80x8dxe2x99
negative,0,cewek2 bilang semua cowok itu brengsek tapi mereka salah gue bukan tipe cowok brengsek tapi gue cowok bajingan p
neutral,1,oke jadi barusan banget di malam jumat ini aku lagi workout kecil kecilan dikamar sebelum tidur kan nah pas lagi ngangkat ngangkat kaki tibatiba aku denger suara samar samar kaya ketawa gitu doooong mampus ga tuh
neutral,1,klo mardani jadi presiden mungkin dia jadi presiden maho pertama di indonesia gan xf0x9fx98x82xf0x9fx98x82
neutral,1,budha yg teroris
neutral,1,bencong macem ivan lo percayahadeuhh kaka ny jd pelakor aja bangga  yaiyalah dia blg idup gosah jujur2 amat dese hobi boboin lekong mulu saban ke bali
neutral,1,kami rela membagi kalian dengan ribuan bahkan jutaan elf lainnya di seluruh belahan duniaxe2x80x9d elf cina
negative,0,yah namanya juga panasbung
positive,2,rt  waspada letjen purn suryo prabowo situasi sekarang mirip dengan situasi jelang g30spki
negative,0,kwwkwkwkwkwkwkwkkw tolol
neutral,1,itu namanya cari gampangnya aja aman yg mendalangi n mengendalikan semuanya hukum mati pdhl logikanya dimanaseorang yg dianggap teroris kls xe2x80x9ckakapxe2x80x9d n diawasi superketat kok bs mengendalikan bom dimana2 tnpa terdeteksi
neutral,1,katekismus gereja katolik mengajarkan bahwa tubuh adalah bait allahnnnamun perihal dosa untuk tato dan miras selalu relatif mengingat keduanya adalah bagian dari tradisi untuk etnis tertentunnbisa jadi dosa apabila dilandasi dengan niat destruktif
neutral,1,muuuaaak lihat muke si tk kepret rr goblik
negative,0,ngentod aja lebih seru
negative,0,anak smp aja pacarannya nonton anak kuliahan pacarannya sama laptop _
negative,0,bapakku ateis ga serem sih sebenernya
neutral,1,yg dungu itu lio evakuasi korban gak becus nyalahin orang lain logikanya cebong goblok kok bangga
neutral,1,cina itu rasis makanya jgn biarkan cina kuasaidominasi rilihat cina sgpore usir melayu dri kampungnya
negative,0,matalu picek
positive,2,akun  masih dpt dilihat caranya tulis hikdun di kolom search twitter enter muncul isi akun melihat lbh banyak klik more option
negative,0,woiii goblog kalo produk kafir anjing macam lu gak boleh dipake muslim ngapain dipromosikan ke negara muslim tolol nih orang kebanyakan nelen sperma cebong lu ya muka tampang copet banyak bacot lu amplas dulu gih muka pake parutan biar gante
neutral,1,bahkan jika kamu bertanya ngapain sih suka sama kpop2 plastik sipit gaada ganteng2nya hey bisakah aku bertanya balik ngapain sih kamu suka sama yang barat2 atau yang lokal yang mata nya belo dll well thats means everyone has their own taste
negative,0,yg bnr bang ngomong itu pki otk ga
negative,0,massa berkerumun tengah malam sengaja provokasi agar rusuh setelah diciduk lempar tudingan pemerintah pro komunis ah basi
neutral,1,wah berarti bapak mendukung orang2 yang buang sampah sembarangan nih dari pada orang yang memproteksi lautan rakyat indonesia bapak ijazah nya beli
negative,0,ini si nenek nenek bermulut jembut ngoceh melulu keselek bulu jembut mati loe nek
neutral,1,then last dia tunjuk rumah rumah hindu ada patung rumah budha ada tokong tapi rumah islam thats it aku dapat point dia aku faham semua kamu tak kan boleh tahu seseorang itu betul2 ikut cara islam atau tak melainkan kau lihat amalnya
neutral,1,wow luarbiasa kosan ini memang jam setengah 2 pagi ada aja msh yg teriak2 keknya nonton bareng gt di kosan mana ada suara lakinya siyaph keknya yg bawaannya cewe mulu cuma gue doang di sinixf0x9fx98x82xf0x9fx98x82xf0x9fx98x82 smp gue pe
neutral,1,xf0x9fx91xa9xf0x9fx8fxbb waktu temennya abis liat ceramah di yutup jadi menurut lo pemimpin itu harus laki2 yanxf0x9fx91xa6xf0x9fx8fxbb iya di agama gue laki2 yang pantas jadi pemimpinnxf0x9fx91xa9xf0x9fx8fxbb ooo kok
neutral,1,waktu masih mahasiswa anda teriak2 anti soeharto dgn orbanya sekarang anda jadi pendukung dan penjilat pantat sisa2 antek soeharto
neutral,1,tahun depan diprediksi akan jatuh orang2 yg mendatangkan warga china tsb
negative,0,negeri sontoloyo iningak jelas status hukum nya
negative,0,astagaaa sewa pecun skalian ga pak
neutral,1,sudah ada penjajakan antara pemkab kebumenjateng dengan kadin aseng membahas kawasan industri di kecmatan petanahan apakah tidak ada negara lain selain asengncc
neutral,1,kak  paham kristen dan budhannmendalami kedua agama tadinkok yakin betul dgn kesimpulan tdk ada kristen nusantara dan tidak ada budha nusantaranxf0x9fx98x8a
neutral,1,anak pki belum tentu juga pki
neutral,1,ce hayu masuk dong mbikoz tanpa ada orang tionghoa di indonesia pertempuran sepanjang di jawa timur tida akan muluz hingga hampyr menggulingkan belanda wadidaw agak berkualitas twit ini
negative,0,anjir dosa gua masih banyak tai wkwk
negative,0,28 anak mcd ga ada yg bener anjirnnbobroknidiotnkampungnmalu maluinnngegasnntapi kusayang karna mereka bikin ku ketawa wkwk
negative,0,dit mau abang kasih rahasia ga nbang bim main sama kak chaca aja sana adit mau sendirianneh dit serius ntar kalau lo dengerin kata abang gue ijinin maincraft dehntante jani bang bima berisik banget  nndasar bocah kampret
negative,0,kenapa loo cebong ya
neutral,1,plt gubernur bengkulu rohidin mersyah hadir pada upacara kebangsaan badan nasional penanggulangan terorisme bnpt bersama forum koordinasi pencegahan terorisme fkpt provinsi bengkulu di lapangan rektorat institut agama islam negeri iain bengkulu 11
neutral,1,saat ada tagar  semua lantang menentang tapi ketika sang presiden dikatakan kacung terdiam semuaada apajustru yg membela presiden mereka yg meneriakkan  apa yg kmrin2 berteriak itu membenarkan ucapan anak itu
neutral,1,ada cebong dungu marah marah biasa ajaran nabi nya rendah hati dgn agama dgn umat paulus dan rajin ngaji kitab kuning
neutral,1,mari bersama menyukseskan pilkada malang  nomor 1
negative,0,rt  niatnya pengen tidur tapi adek malah asik mainin kontol gede koko kalo dimaini jadi ngaceng kan keenakan kontol koko dekxe2x80xa6
negative,0,mana peran rezim jkwnnya namanya juya mereka saingan im
neutral,1,x penah x jijik babi tam
negative,0,kenapa gak ada kristen nusantara atau katolik nusantara
negative,0,kalo liat muka orang ini jadi pingin ketawa apa lagi liat hidungnya
neutral,1,ada gak ya workshop negosiasi dgn orang china
negative,0,wkwkwkwkwkwkwkwk ngakak anjir burik
neutral,1,umar bin khatab kan punya jabatanjadi pas kalo maslah negara atau politikla kalo tengku dia jadi dpr atau jadi mentri
neutral,1,kpk  bubarkan
negative,0,masih percaya aja sama cina heran semua pejabat di indo ini sama jongos cina dan kristen tegakkan hukum islam usir cina
neutral,1,kunci seorang menyanyi cma 1tidak bisu
neutral,1,visi dan misi islam nusantara bisa dikatakan mirip dengan visi dan misi pki tentu dengan sedikit polesan maka akan terlihat cantik
neutral,1,jg kaitkan jokowi dengan ahok kata johan budi kata kami sebab jokowi anjing sedangkan ahok babi ya jelas berbeda walaupun otaknya sama
neutral,1,lbih baik gtu dri pd munafik sok mlu tapi mau
neutral,1,egp kalo individualnya mah kirain ada aturan baru yg menguntungkan psk
neutral,1,rt  yang beginian kecoak dan belatung pasti gak paham yang mereka tahu hanya bagaimana mengambil kebijakan seenak jidatnya sendirixe2x80xa6
negative,0,bangsad salah gilak
positive,2,saat kita mengonsumsi jus bersama ampas enzim yang terdapat di dalam ludah ikut masuk ke usus kecil amp memaksimalkan proses pencernaan
neutral,1,su pin siswi sd katolik karya yosef 19781984 istrinya ronaldo pardede yang sah
positive,2,fakta mega proyek pembangunan bandara kertajati yg sedikit dilupakan â lewat perda prov jabar no13 thn 2010 gubernurnya  â pembangunan dimulai presiden sby â 70 dana pembangunan menggunakan apbd jabar âjika ada yg klaim sepenuhnya tdk te
neutral,1,sebuah pencitraan yang luwar biasa ya pak
negative,0,lsm gerak menolak berita hoax dan sukseskan pilkada diwilayah kediri kota
neutral,1,anda ygdunguminjem kta2 andalan profesor junjunganmu cba sbutkan slah satu kritik dr rocky gerung kritik lho ya bukan nyinyirsindirandan sbutan2 yg gak bermutu lainnya cba sy tnyaklo yg jadi presiden si wowo kira2 sikapny sm gk
negative,0,narkoba dr cina dosen dr cina hutang dr cina tka dr cina klo sampe 2periode sy yakin kurikulum nanti pun dr cina  salam
negative,0,wanda di mcu di nerf abis sebel w ya semuanya kena nerf sih tapi wanda culun banget setingkat harry potret doi
positive,2,ganyang pkirasakan
negative,0,yeu kampang lu main twt juga
neutral,1,pilihan saya jokowi
neutral,1,berjilbab artinya tunduk patuh pada allah swt yang menghalalkan ramasan yang berarti melegalkan korupsi
negative,0,bacot lo jkt
negative,0,emg ga aneh liat biksu belajar budha di mesir dr seorang syeikhmasaikhnnemg ga aneh pendeta belajar kristen di saudi dr ulama
positive,2,rt   nhijab sangek pengen dientotnnpart 1nn     n xe2x80xa6
neutral,1,astaghfirullah kubacanya kmbng kntl xf0x9fx98xae
neutral,1,warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari iniâ sabtu 214
negative,0,1807   presiden joko widodo  jokowi akan membuka indonesia international motor show iims 2018 di jiexpo kemayoran jakarta pusat kamis 1942018
negative,0,bongpresiden indonesia di ancam mau d bunuh segalaluh masih bego ajand katain kacung bongnmasa mau jadi kacung smpe 2 priodenngw bkn warga kolam aja gerah presiden d hinanparah luh bongdukungan luh palsuxf
negative,0,masih adakah anak rp yang dongo
positive,2,itu menunjukan nama tempat bung bukan entitas agama kristen jawa semisal nama masjid islam jawa sunda batak dll kecuali istilah yg terpampang islam jawa islam jogya  islam malaisia islam arab mungkin m
neutral,1,2016 ratusan ribu yg mau silaturahim ditinggal ngacir bahkan hrs merasakan perihnya terkena gas air mata  oh waktu itu msh jauh dr pilpres 2019
neutral,1,tanpa disadari oleh kitaberarti kita sdh dikelilingi tka ya kalau diam2 mrka menyerang kita gimana krna kita kan lemah gak mau melawanpekerjaan kita di ambil mrkapun kita diam
neutral,1,jadi kalau masih mo mt gak kena dare bajingan3
neutral,1,ooo diganti lagi libur lebaran 13  21 diubah 11  20 sama aja pasca lebaran nya dikurangi masa hari senin harus balik tgl 18  2 hari dijalan kalo ga macet  tgl 20 sama aja itu bego   h  2 bakal menumpuk presiden bego
neutral,1,bani taplak kotakkotak menangini pasti konspirasi wahyudi remason
neutral,1,kultural penelitian budaya dengan perangkat metodologis historis fakta amp kesimpulan masa lalu etnologi penelitian perilaku manusia penelitian praktis kasus mikro gt bersifat behavioralistik
neutral,1,setuju pak ar fokus  poros ketiga hanya akan memecah suara ps jangan mau dikadali lagi
neutral,1,di tv ada kok keterangan menkes  pd budek ajh kuping ny
negative,0,cocot rusak
neutral,1,khofifah indar parawansa ingin bangun tempat perlindungan anak
negative,0,rt  retweet sayang yang mau belajar ngentot sampe pasangan kalian terkencing kencing
negative,0,ohh iya ya pan otaknya dh kropos di makan blatung onta xf0x9fx98x82xf0x9fx98x8
neutral,1,emang si ahog itu siapa prestasi nol besar cuma bisa ngomong tainatau ahog punya rahasia kebusukan rezim ini
neutral,1,rt  hei jongos penista agama kami muslim udh bangkit tdk akan dukung jongos ahok
positive,2,musyrik yg mengantrakan ke kezaliman tutup dengan hafalan quran dan hadis
neutral,1,bagi cinari negara masa depannya75tanah dikuasaisiap usir pribumi dg dewa perang
negative,0,ayo dilanjut ke cerita nya
negative,0,pledis buka audisi di cina
positive,2,harusnya bisa switch kata2nya jd  kami membagi takjil bukan bom
neutral,1,ini orang goblok kok dipiara sih anjeng
neutral,1,apalagi mereka partai koalisi pendukung pemerintah yg juga diketahui sudah menjalin kerjasama politik dengan partai komunis china
negative,0,kecebong kemana ya presiden dihina dan diancam diem aja nnatau mereka bermental kacung semua
neutral,1,di kemendikbud masa gak ada orang yang lebih pinteran dikit utk suggest film yg bagus utk ditonton
negative,0,ah cebong mah cuma bisa gitu jawabnya
neutral,1,ini aku bicarain sma swasta katolik krn sekolahku dulu ginin spp mahal daftar ulang setiap naik kelas dan harus bayar laginn disiplin guru niat ngajar bersih pake banget fasilitas oke banget kantinkafe susananya enak
positive,2,
neutral,1,seperti melihat punuk onta
negative,0,aaaaaaah aku lebih suka ava kayak ga asing deh serius terus polisi nya aku tau tuh suka main di film fbi
neutral,1,pengagum dan pengidola bajingan penista agama msh menjadi ancaman buat demokrasinmereka menghalalkan segala cara utk membalas sakit hati nya ndasar pengecut tu jongos2 mulut jamban nklw ini terus menerus terjadi malah gak sampe 2030 sept yg disam
neutral,1,tp pelajaran efek jera jg penting biar otak amp mulutnya gk ikut2 dgn org2 bloon ngaku pinter
neutral,1,gemuk itu alamiah nder wajar gendutan kalo emg sedang nafsu makan dan btw gendut gacuma berasal karna banyak makan bisa jg hormon penyakit genetik dll jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se
neutral,1,yang milih pasti cebong dan para pemghuni dunia gaib tadz yg biasa kalo komen jorok
negative,0,rt  anjir sange ngewe sama cwo straight manly kontol gede minat boking whatsapp 085894931926 jksel only
neutral,1,gubernur jabar hebatðð
neutral,1,kenapa harus bom ya kek yg benar nunjukin kita ini siapa dgn emabel xe2x80x9cbomxe2x80x9d masih bikin takut org org sbnr nya apalagi klwr yg menjadi korban
negative,0,untung satu genk untung bukan tanya macam2 ke orang asing xf0x9fx98x82xf0x9fxa4xa3
positive,2,
